year,state_name,county_name,Value
2017,ILLINOIS,KANKAKEE,907.0587966338057
2016,ILLINOIS,KANKAKEE,907.8970430223609
2015,ILLINOIS,KANKAKEE,436.75176984294313
2014,ILLINOIS,KANKAKEE,841.4215642693666
2013,ILLINOIS,KANKAKEE,887.6775240741823
2021,ILLINOIS,LIVINGSTON,1517.3529703133772
2020,ILLINOIS,LIVINGSTON,1334.259637928363
2019,ILLINOIS,LIVINGSTON,1192.0117659311268
2018,ILLINOIS,LIVINGSTON,1549.79056540989
2017,ILLINOIS,LIVINGSTON,1543.287805547159
2016,ILLINOIS,LIVINGSTON,1611.4143756715498
2015,ILLINOIS,LIVINGSTON,1402.2846024298985
2014,ILLINOIS,LIVINGSTON,1625.791571305556
2013,ILLINOIS,LIVINGSTON,1387.7295969558957
2021,ILLINOIS,PIATT,661.6304146271455
2020,ILLINOIS,PIATT,644.0780432789151
2019,ILLINOIS,PIATT,663.5101186499661
2018,ILLINOIS,PIATT,748.0967996768941
2017,ILLINOIS,PIATT,729.4521678829707
2016,ILLINOIS,PIATT,757.7747352538489
2015,ILLINOIS,PIATT,778.6292893448724
2014,ILLINOIS,PIATT,800.5253010701613
2013,ILLINOIS,PIATT,647.3802260217082
2021,ILLINOIS,VERMILION,1052.8120626195455
2020,ILLINOIS,VERMILION,1040.1113597626493
2018,ILLINOIS,VERMILION,1194.6789135310748
2017,ILLINOIS,VERMILION,1055.8856327109143
2016,ILLINOIS,VERMILION,1163.0287620116899
2015,ILLINOIS,VERMILION,958.3188333642383
2014,ILLINOIS,VERMILION,1176.0342817371513
2013,ILLINOIS,VERMILION,1078.2388697390516
2019,ILLINOIS,OTHER (COMBINED) COUNTIES,802.3033994701267
2018,ILLINOIS,OTHER (COMBINED) COUNTIES,938.7597509646184
2016,ILLINOIS,OTHER (COMBINED) COUNTIES,374.77233990129014
2013,ILLINOIS,OTHER (COMBINED) COUNTIES,341.7759138790741
2021,ILLINOIS,BOND,374.3659174098695
2020,ILLINOIS,BOND,331.4883445649882
2019,ILLINOIS,BOND,279.64407550313837
2017,ILLINOIS,BOND,294.88491893141367
2015,ILLINOIS,BOND,283.93691306876923
2014,ILLINOIS,BOND,336.7464355477432
2021,ILLINOIS,CALHOUN,90.25119450110368
2020,ILLINOIS,CALHOUN,82.52916716411087
2019,ILLINOIS,CALHOUN,79.02377317560753
2017,ILLINOIS,CALHOUN,69.34583759865271
2015,ILLINOIS,CALHOUN,82.24975170125916
2014,ILLINOIS,CALHOUN,109.75947408929609
2021,ILLINOIS,CASS,423.4160318432022
2020,ILLINOIS,CASS,418.31034929473
2019,ILLINOIS,CASS,408.4800052834924
2018,ILLINOIS,CASS,463.778865522418
2017,ILLINOIS,CASS,442.2384734771223
2016,ILLINOIS,CASS,513.2608038528853
2015,ILLINOIS,CASS,458.57157735109064
2014,ILLINOIS,CASS,521.6178663327229
2013,ILLINOIS,CASS,444.6770084256463
2021,ILLINOIS,CHRISTIAN,1044.4804015454215
2020,ILLINOIS,CHRISTIAN,938.3025256617701
2019,ILLINOIS,CHRISTIAN,944.2718560045114
